#tail	head
NTRK1	PTPN20
NTRK1	CPT1A
NTRK1	DUSP22
NTRK1	CPSF7
NTRK1	ELAVL1
NTRK1	PTPRD
NTRK1	COG3
NTRK1	MOV10
NTRK1	PTK7
NTRK1	CDC14B
NTRK1	PFKL
NTRK1	STAU1
NTRK1	DOCK7
NTRK1	COPB1
NTRK1	ELP2
GOLGA1	GFI1
GOLGA1	COG3
GFI1	CES5A
CDC14B	BAZ1B
CDC14B	FGFR2
CDC14B	PTK7
CDC14B	EPHB4
PFKL	VNN2
PFKL	STAU1
PFKL	NDUFV1
DOCK7	MOV10
DOCK7	STAU1
STAU1	MOV10
STAU1	ELAVL1
STAU1	RRP8
STAU1	HIST1H3H
STAU1	RBM34
STAU1	CPSF7
NDUFV1	MTCH1
NDUFV1	CPT1A
NDUFV1	VNN2
ESCO2	HIST1H2BE
ESCO2	MOV10
ESCO2	CPT1A
ELAVL1	CCDC28A
ELAVL1	EPHB4
ELAVL1	CPSF7
ELAVL1	POLR2G
FGFR2	PTPRD
FGFR2	PTPN20
FGFR2	DUSP22
CPT1A	MOV10
CPT1A	CES5A
CPT1A	ALAS2
CPT1A	SPTLC1
MTCH1	DUSP22
HIST1H3H	RRP8
HIST1H3H	TAF15
HIST1H3H	POLR2G
HIST1H3H	HIST1H2BE
HIST1H3H	ELP2
HIST1H3H	RBM34
HIST1H3H	BAZ1B
HIST1H3H	MOV10
POLR2G	HIST1H2BE
POLR2G	TAF15
POLR2G	TAF1L
POLR2G	CPSF7
EPHB4	PTPN20
EPHB4	DUSP22
EPHB4	PTPRD
TAF1L	TAF15
COPB1	COG3
COPB1	MOV10
ALAS2	CES5A
ALAS2	SPTLC1
DUSP22	PTK7
DUSP22	BAZ1B
PTPN20	PTK7
PTPN20	BAZ1B
MOV10	CPSF7
MOV10	ELP2
CES5A	SPTLC1
HIST1H2BE	CENPV
HIST1H2BE	BAZ1B
HIST1H2BE	RRP8
PTPRD	BAZ1B
PTPRD	PTK7
CENPV	ELP2
CENPV	RRP8
RBM34	RRP8
