#tail	head
SNRNP200	RNPS1
SNRNP200	METTL3
SNRNP200	HSPA5
SNRNP200	CPT1A
SNRNP200	POLR2C
SNRNP200	EIF4A3
SNRNP200	DHX15
SNRNP200	CD2BP2
SNRNP200	ELAVL1
SNRNP200	PSMD3
SNRNP200	CSTF1
SNRNP200	BUD31
SNRNP200	FUS
SNRNP200	USB1
SNRNP200	SNCA
DYRK2	FSBP
DYRK2	HSPA5
KRT8	ATF2
KRT8	EGFR
KRT8	SELENBP1
KRT8	HSPA5
KRT8	GSN
KRT8	ATP7B
KRT8	SET
CXCR2	IL1A
CXCR2	KNG1
CXCR2	IL2
CXCR2	STAT3
CXCR2	PLA2G1B
CXCR2	IL2RG
CXCR2	LTA
CXCR2	EDN1
CXCR2	IFNA1
CXCR2	STAT2
CXCR2	CP
CXCR2	ITIH1
LEMD3	HDGF
LEMD3	RBL2
RPRD1A	EGFR
RPRD1A	PARP6
RPRD1A	ELAVL1
RPRD1A	PAX4
RPRD1A	ATF2
RPRD1A	POLR2C
CPT1A	EGFR
CPT1A	HSPA5
CPT1A	RRM2
CPT1A	HIBCH
CPT1A	PAX4
CPT1A	HDAC8
CPT1A	PLA2G1B
SELENBP1	CP
SELENBP1	GSN
SELENBP1	ITIH1
SELENBP1	SNCA
SELENBP1	KNG1
SELENBP1	HIST1H4I
SELENBP1	HDGF
SELENBP1	CFL1
SELENBP1	HSPA5
SELENBP1	ATP7B
SRPK2	RNPS1
SRPK2	FAM76B
SRPK2	LBR
SRPK2	EIF4A3
SRPK2	DHX15
BAX	SLCO2A1
BAX	IL1A
BAX	ATP7B
BAX	KNG1
BAX	SFN
BAX	HPGD
BAX	IFNA1
BAX	SNCA
MRM1	MAL2
MRM1	VPS35
MRM1	SPX
MRM1	PAX4
ATP7B	CP
ATP7B	IFNA1
ATP7B	SNCA
ATP7B	EGFR
ATP7B	HSPA5
ATP7B	CFL1
ATP7B	SLC39A1
ATP7B	HDGF
ATP7B	GSN
ATP7B	ELAVL1
ATP7B	ITIH1
ATP7B	IL1A
ATP7B	CCNE1
ATP7B	KNG1
SLC7A1	ELAVL1
SLC7A1	SLC5A2
SLC7A1	SLC39A1
HIBCH	PLA2G1B
CFL1	ATF2
CFL1	SET
CFL1	LDHAL6A
CFL1	EGFR
CFL1	FUS
CFL1	CP
CFL1	PAX4
MAL2	ELAVL1
EDN1	ITIH1
EDN1	CP
EDN1	IL2
EDN1	SNCA
EDN1	EGFR
EDN1	NF1
