#tail	head
TSSK3	TEPSIN
TSSK3	NFKBID
TSSK3	ARNT
TSSK3	MEF2A
TSSK3	HSP90AA1
SUCLA2	HNF4A
SUCLA2	ESR2
SUCLA2	ATP6V1A
SUCLA2	NT5C2
WTAP	BLMH
WTAP	TRIM28
WTAP	HSP90AA1
WTAP	POLR2K
WTAP	LACC1
WTAP	CALD1
WTAP	HNF4A
WTAP	ESR2
WTAP	SRRM1
CALD1	PRKACA
CALD1	NOG
CALD1	DLG3
CALD1	PAX4
CALD1	HSP90AA1
CALD1	STIM1
DLG3	ELAVL1
DLG3	NOG
DLG3	SLC7A7
DLG3	NF1
LAMA2	MEF2A
LAMA2	NOG
LAMA2	NID2
LAMA2	TEPSIN
GET4	PAX4
GET4	MEF2A
GET4	PLK1
SAP130	ESR2
SAP130	HIST1H2BI
SAP130	PAX4
SAP130	HIST1H2BN
SAP130	TAF5L
SLC7A1	ELAVL1
SLC7A1	STIM1
SLC7A1	MEF2A
SLC7A1	SLC7A7
SLC7A1	SPI1
SLC7A1	UBXN8
SLC7A1	NOG
LACC1	TRIM28
LACC1	NOG
LACC1	LYG2
LACC1	DVL2
BAMBI	FOXL1
BAMBI	HNF4A
BAMBI	NOG
MOB3B	NOG
MOB3B	ELAVL1
LYG2	TEPSIN
GRK5	HTR6
GRK5	NOG
GRK5	HSP90AA1
GRK5	HNF4A
RPS6KL1	HSP90AA1
RPS6KL1	STIM1
KLC3	PDE4DIP
KLC3	QARS
KLC3	ACTR1A
KLC3	DCTN6
PRKACA	PLK1
PRKACA	ARNT
PRKACA	GABPA
PRKACA	ESR2
PRKACA	PRKACB
PRKACA	XPO1
PRKACA	PDE4DIP
PRKACA	HSP90AA1
PRKACA	ACTR1A
PRKACA	NF1
PRKACA	CSNK1E
PRKACA	PLIN1
PRKACA	CEP135
PRKACA	NOG
STIM1	NF1
STIM1	HNRNPD
STIM1	HNF4A
STIM1	NT5C2
NF1	GABPA
NF1	AGAP2
NF1	ATP6V1A
NF1	SIX5
NF1	HTR6
NF1	NOG
NF1	FAM107B
NF1	TANK
NFKBID	ESR2
NFKBID	EFHC2
NFKBID	QARS
TEPSIN	XPO1
FOXL1	RAD50
FOXL1	NAA40
HNF4A	GABPA
HNF4A	XPO1
HNF4A	NOG
HNF4A	HIST1H2BI
HNF4A	FAM107B
HNF4A	PRKACB
HNF4A	SLC7A7
HNF4A	RAD50
HNF4A	PDE4DIP
HNF4A	SSR3
HNF4A	PAX4
PLIN1	PRKACB
CDKN2A	HSP90AA1
CDKN2A	EFHC2
CDKN2A	SPI1
CDKN2A	ARNT
CDKN2A	TRIM28
CDKN2A	HIST1H2BN
CDKN2A	HIST1H2BI
CDKN2A	WRN
DDX1	RAD50
DDX1	XPO1
DDX1	GABPA
DDX1	HNRNPD
FANCB	RMI2
FANCB	NOG
FANCB	RAD50
DVL2	HSP90AA1
DVL2	ESR2
DVL2	CEP135
DVL2	PLK1
DVL2	ELAVL1
DVL2	ARNT
DVL2	XPO1
ARNT	TRIM28
ARNT	NOG
ARNT	HSP90AA1
ARNT	ATP6V1A
ARNT	ELAVL1
TRIM28	UBA1
TRIM28	VIRMA
ACTR1A	ESR2
ACTR1A	CEP135
ACTR1A	PLK1
ACTR1A	RIC8A
ACTR1A	PAX4
ACTR1A	CSNK1E
ACTR1A	HSP90AA1
NT5C2	NOG
ESR2	UBA1
ESR2	RAD50
ESR2	MEF2A
ESR2	XPO1
ESR2	NOG
ESR2	VIRMA
ESR2	TAF5L
ESR2	GABPA
ESR2	HSP90AA1
ESR2	POLR2K
ESR2	ASPM
ESR2	ATP6V1A
ESR2	PLK1
ESR2	HIST1H2BN
TUBB8	TAF5L
CSNK1E	HSP90AA1
CSNK1E	PDE4DIP
CSNK1E	PLK1
CSNK1E	ELAVL1
CSNK1E	PAX4
CSNK1E	XPO1
CSNK1E	NOG
CSNK1E	CEP135
SSR3	HSP90AA1
SSR3	ASPM
QARS	EFHC2
QARS	UBA1
QARS	HSP90AA1
QARS	SLC7A7
AGAP2	GABPA
AGAP2	SPI1
PRKACB	XPO1
PRKACB	GABPA
PRKACB	PDE4DIP
PRKACB	HSP90AA1
WRN	TIMELESS
WRN	RAD50
WRN	POLR2K
WRN	PAX4
NID2	PAX4
TANK	CEP135
TANK	SAPCD2
TANK	PLK1
PSMB9	NOG
PSMB9	BLMH
PSMB9	HNRNPD
FAM107B	ELAVL1
FAM107B	NOG
FAM107B	MEF2A
MEF2A	ATP6V1A
MEF2A	NOG
MEF2A	HIST1H2BI
MEF2A	XPO1
MEF2A	TAF5L
VIRMA	NOG
EFHC2	NOG
TIMELESS	NOG
TIMELESS	RAD50
TIMELESS	PAX4
TIMELESS	SPI1
UBA1	HSP90AA1
UBA1	PAX4
UBA1	XPO1
UBA1	SAPCD2
ELAVL1	ATP6V1A
ELAVL1	PAX4
ELAVL1	NOG
ELAVL1	HNRNPD
ELAVL1	POLR2K
ELAVL1	SRRM1
ELAVL1	PDE4DIP
PLK1	XPO1
PLK1	HIST1H2BI
PLK1	HIST1H2BN
PLK1	HSP90AA1
PLK1	DCTN6
PLK1	CEP135
PLK1	ASPM
NOG	ASPM
NOG	HNRNPD
NOG	GABPA
NOG	TAF5L
NOG	PDE4DIP
NOG	SLC7A7
NOG	RMI2
NOG	SIX5
GP1BA	HIST1H2BI
GP1BA	HIST1H2BN
CEP135	GABPA
CEP135	SPI1
PAX4	BLMH
PAX4	ATP6V1A
PAX4	SIX5
PAX4	XPO1
HSP90AA1	DCTN6
HSP90AA1	HNRNPD
HSP90AA1	XPO1
HSP90AA1	HIST1H2BI
XPO1	RIC8A
XPO1	SAPCD2
XPO1	POLR2K
HNRNPD	BLMH
HNRNPD	SRRM1
HNRNPD	HIST1H2BI
ZNF35	GABPA
ATP6V1A	GABPA
RAD50	RMI2
RAD50	POLR2K
RAD50	HIST1H2BI
RAD50	HIST1H2BN
HIST1H2BN	POLR2K
HIST1H2BN	SPI1
POLR2K	SRRM1
POLR2K	RMI2
TAF5L	GABPA
