#tail	head
LFNG	NOG
GALNT4	B3GLCT
MEF2A	SPACA9
MEF2A	PPP1R3A
RPLP0	MAGOH
RPLP0	C9orf72
IGHE	FOS
ITPR3	IGLV3-27
CUTA	RORA
LMAN1	RAB1B
VHL	DCTN1
SIK2	TCF3
RB1CC1	TSC22D1
SEPHS1	NAPG
SEPHS1	SET
SEPHS1	ERP44
SEPHS1	PDLIM2
DCLK2	NOG
SH3GL2	TGFA
TRIM28	HIST2H4B
TRIM28	SMTN
PPP1R3A	PPP1R2
SMTN	SET
SMTN	BOD1L1
MAGOH	POLR2B
RUVBL1	POLR2B
RUVBL1	HIST2H4B
NAPG	ERP44
NAPG	PDLIM2
NAPG	BOD1L1
HIST2H3C	HOXC4
HIST2H3C	POLR2B
NOG	YKT6
NOG	PPP1R2
NOG	ERP44
NOG	MUC19
TSC22D1	SPACA9
YKT6	TGFA
ERP44	SET
TGFA	FOS
TGFA	IGLV3-27
PRDM10	BAP1
PRDM10	TCF3
TCF3	BHLHA15
POLR2B	HIST2H4B
HIST2H4B	SET
FOS	HIST1H2BA
