#tail	head
MPRIP	ARRB1
MPRIP	FGB
MPRIP	RPRD1B
MPRIP	ESR2
MPRIP	NRAS
MPRIP	SDC4
MED16	HIST1H3H
MED16	PPARG
MED16	ESR2
MED16	CDK19
ARIH1	BRCA1
ARIH1	KLHDC10
ARIH1	HNRNPL
ARIH1	ELOC
ARIH1	BTBD2
KLHL41	ESR2
KLHL41	COPS3
KLHL41	CAND1
KLHL41	DCUN1D1
RAD50	HIST1H3H
RAD50	ESR2
RAD50	TRIM28
RAD50	BRCA1
RAD50	USP4
RAD50	HIST1H2BE
PCDHGA2	ACTG2
HIST1H3H	TRIM21
HIST1H3H	H1FX
HIST1H3H	BRCA1
HIST1H3H	HIST1H2BE
HIST1H3H	GREB1
HIST1H3H	RPS9
HIST1H3H	HNRNPL
HIST1H3H	PFKFB2
HIST1H3H	RPL36A
HIST1H3H	RARA
HIST1H3H	RPL37A
HIST1H3H	PELP1
HIST1H3H	TRIM28
HIST1H3H	RPL35
HIST1H3H	RAD23B
HIST1H3H	ESR2
HIST1H3H	GTF3C2
HIST1H3H	MBD2
RPL39L	RPL10L
RPL39L	RPL37A
RPL39L	SRP68
RPL39L	SMG7
RPL39L	RPLP1
RPL39L	RPS9
RPL39L	RPL35
RPL39L	RPL36A
DCUN1D1	CAND1
DCUN1D1	RARA
DCUN1D1	ELOC
DCUN1D1	FBXO17
DCUN1D1	COPS3
DCUN1D1	KLHDC10
DCUN1D1	HNRNPA2B1
DCUN1D1	FBF1
DCUN1D1	NUDCD3
GREB1	GDF9
GREB1	RARA
GREB1	HNRNPL
GREB1	HIST1H2BE
GREB1	CGB8
GREB1	TGFB1
GREB1	ESR2
GDF9	PELP1
GDF9	BRCA1
GDF9	MT-ATP6
GDF9	TGFB1
GDF9	BTBD2
GDF9	MBD2
GDF9	CDC14A
GDF9	ESR2
PLEKHA2	HBEGF
PLEKHA2	ARRB1
PLEKHA2	HNRNPL
PLEKHA2	INPP5J
PLEKHA2	AGFG1
PLEKHA2	EPN2
PLEKHA2	IL7R
PLEKHA2	CD3G
PLEKHA2	CBL
PLEKHA2	EPS15
CD3G	ARPC1B
CD3G	INPP5J
CD3G	LCK
CD3G	EPN2
CD3G	HLA-B
CD3G	EPS15
CD3G	ARRB1
CD3G	HBEGF
CD3G	AGFG1
CD3G	ESR2
CD3G	CBL
ZNF184	WDR46
ZNF184	TRIM28
ACTG2	CBL
ACTG2	ARPC1B
ACTG2	RPLP1
ACTG2	RPS9
ACTG2	H1FX
ACTG2	GRIN2D
ACTG2	RPL36A
ACTG2	RPL37A
ACTG2	RPL35
SMG7	RPL37A
SMG7	RPL35
SMG7	RPL36A
SMG7	RPLP1
SMG7	RPS9
SMG7	RPL10L
SMG7	HNRNPL
PSMB6	ELOC
PSMB6	PSME4
PSMB6	TNFRSF1B
PSMB6	HLA-B
PSMB6	PSMC1
PSMB6	ESR2
RAD23B	ESR2
RAD23B	PSMC1
RAD23B	ELOC
RAD23B	BRCA1
RAD23B	HIST1H2BE
AP1M2	SCNN1G
AP1M2	RPRD1B
AP1M2	ARRB1
AP1M2	SDC4
AP1M2	ESR2
ESR2	TGFB1
ESR2	BRCA1
ESR2	RPRD1B
ESR2	ARPC1B
ESR2	COPS3
ESR2	AGFG1
ESR2	SRP68
ESR2	PELP1
ESR2	ELOC
ESR2	CDIPT
ESR2	NRAS
ESR2	PSMC1
ESR2	ATP6V0D1
ESR2	RPLP1
ESR2	RPS9
ESR2	INPP5J
ESR2	LCK
ESR2	FGB
ESR2	SDC4
ESR2	CAND1
ESR2	H1FX
ESR2	EPN2
ESR2	CGB8
ESR2	GTF3C2
ESR2	SLC25A19
ESR2	HBEGF
ESR2	HNRNPA2B1
ESR2	KPRP
ESR2	CDK19
ESR2	MT-ATP6
ESR2	UBASH3A
ESR2	RPL35
GTF3C2	ZNF496
GTF3C2	HIST1H2BE
GTF3C2	POLR3E
TGFB1	CDC14A
TGFB1	RARA
TGFB1	EPS15
TGFB1	CGB8
TGFB1	HNRNPA2B1
TGFB1	PPARG
TGFB1	MBD2
TGFB1	MT-ATP6
TGFB1	BRCA1
TGFB1	PELP1
TGFB1	SDC4
UBASH3A	KPRP
UBASH3A	CBL
CGB8	PELP1
CGB8	CDC14A
CGB8	MT-ATP6
CGB8	MBD2
CGB8	BRCA1
PPARG	CDK19
PPARG	ZNF496
PPARG	RPRD1B
PPARG	RARA
CDIPT	RPL36A
CDIPT	TNFRSF1B
CDIPT	RPLP1
TNFRSF1B	GAPDH
TNFRSF1B	PSMC1
TNFRSF1B	PSME4
ARPC1B	HBEGF
ARPC1B	EPN2
ARPC1B	EPS15
ARPC1B	CBL
ARPC1B	RPRD1B
ARPC1B	AGFG1
ARPC1B	ARRB1
ARPC1B	INPP5J
ARPC1B	SDC4
ARPC1B	IL7R
AGFG1	HBEGF
AGFG1	EPS15
AGFG1	GPN1
AGFG1	INPP5J
AGFG1	IL7R
POLR3E	SLC25A19
POLR3E	GPN1
BTBD2	COPS3
BTBD2	GAPDH
SDC4	ATP6V0D1
SDC4	EPS15
SDC4	HNRNPA2B1
SDC4	GAPDH
SDC4	HNRNPL
SDC4	COPS3
SDC4	TRIM28
SDC4	LCK
SDC4	IL7R
SDC4	RPRD1B
IL7R	ARRB1
IL7R	EPS15
IL7R	EPN2
IL7R	H1FX
IL7R	CBL
IL7R	HNRNPL
IL7R	BRCA1
IL7R	INPP5J
TRIM28	ZNF496
TRIM28	BRCA1
TRIM28	CAND1
TRIM28	RPRD1B
TRIM28	HLA-B
TRIM28	RARA
GRIN2D	NRAS
GRIN2D	SCNN1G
FBXO17	CAND1
FBXO17	KPRP
FBXO17	COPS3
CAND1	RPS9
CAND1	H1FX
CAND1	GAPDH
CAND1	RPL37A
CAND1	HNRNPL
CAND1	HNRNPA2B1
CAND1	FBF1
