#tail	head
EPN3	SEH1L
EPN3	RRBP1
EPN3	SH3KBP1
EPN3	ETS2
EPN3	SEC24C
EPN3	RPS27A
EPN3	ESR2
EEF1A1	HSPA7
EEF1A1	ESR2
EEF1A1	UBL4A
EEF1A1	BRMS1
EEF1A1	SEC24C
EEF1A1	LEF1
EEF1A1	TRPV6
EEF1A1	ACTG1
EEF1A1	RPS27A
EEF1A1	METTL3
EEF1A1	INS
EEF1A1	RXRA
EEF1A1	SP1
EEF1A1	SH3KBP1
EEF1A1	SEH1L
EEF1A1	IKBKG
EEF1A1	RRBP1
TAOK2	ESR2
TAOK2	NRF1
TAOK2	PPARA
TAOK2	INS
TAOK2	E2F4
TAOK2	RXRB
TAOK2	SP1
TAOK2	RFX1
INS	CAPZA1
INS	RXRA
INS	VGLL3
INS	P4HB
INS	NRF1
INS	WAS
INS	SP1
INS	SH3KBP1
INS	RAB5B
INS	PLXNA4
INS	PDGFRA
INS	TEAD1
INS	GJA1
INS	RRBP1
INS	CD28
INS	CXCL10
INS	ETS2
INS	CYSRT1
INS	PPARA
INS	ATP1B2
INS	DDX31
INS	DPYSL3
INS	TRPV6
INS	GRM3
INS	GNG5
PPARA	ATP1B2
PPARA	RXRA
PPARA	KCNE5
PPARA	GRM3
PPARA	SP1
PPARA	PDGFRA
PPARA	RFX1
PPARA	RRBP1
PPARA	BRMS1
PPARA	SEC24C
PPARA	RXRB
PPARA	PTPRZ1
PPARA	TRPV6
PPARA	FGFR4
PPARA	HIST2H4B
ETS2	SEC24C
ETS2	FGFR4
ETS2	CAPZA1
ETS2	PAFAH1B1
ETS2	RFX1
ETS2	PDGFRA
ETS2	WAS
ETS2	SH3KBP1
UBL4A	RPS27A
UBL4A	PPIB
UBL4A	HSPA7
UBL4A	PA2G4
UBL4A	P4HB
UBL4A	ACTG1
UBL4A	NDUFA7
SNRPC	NDUFA7
SNRPC	SF3A3
SNRPC	E2F4
SNRPC	TFIP11
SNRPC	CYSRT1
SNRPC	BAALC-AS2
SH3KBP1	P4HB
SH3KBP1	GNG5
SH3KBP1	RPS27A
SH3KBP1	EGR4
SH3KBP1	CAPZA1
SH3KBP1	PDGFRA
SH3KBP1	RRBP1
SH3KBP1	TREM2
SH3KBP1	PA2G4
SH3KBP1	PTK2B
SH3KBP1	ESR2
SH3KBP1	RAB5B
SH3KBP1	ACTG1
SH3KBP1	GJA1
SH3KBP1	SEC24C
SH3KBP1	SP1
SH3KBP1	CD28
SH3KBP1	FGFR4
SH3KBP1	SEH1L
SH3KBP1	CYSRT1
SH3KBP1	LACTB
METTL3	HIST2H4B
METTL3	BRMS1
CAPZA1	RXRA
CAPZA1	PAFAH1B1
CAPZA1	SEC24C
CAPZA1	IKBKG
CAPZA1	RRBP1
CAPZA1	ESR2
CAPZA1	RAB6B
CAPZA1	SEH1L
SP1	NDST2
SP1	GRM3
SP1	RPS27A
SP1	RXRA
SP1	DPYSL2
SP1	ESR2
SP1	PAFAH1B1
SP1	TRPV6
SP1	PA2G4
SP1	SEC24C
SP1	CDK5R1
SP1	CDC25C
SP1	ACTG1
SP1	NRF1
SP1	KCNE5
SP1	MXD3
SP1	RFX1
SP1	GJD2
SP1	RRBP1
SP1	RXRB
SP1	ATP1B2
SP1	VPS29
LNX2	GJD2
LNX2	IKBKG
LNX2	RAB6B
PDGFRA	CDC25C
PDGFRA	GNG5
PDGFRA	LEF1
PDGFRA	PTPRZ1
PDGFRA	FGFR4
PDGFRA	PTK2B
PDGFRA	CD28
PDGFRA	TEAD1
GSE1	TFIP11
GSE1	EGR4
GSE1	LEF1
TFIP11	RFX1
TFIP11	POLL
TFIP11	RXRB
TFIP11	MXD3
TFIP11	SF3A3
COL10A1	P4HB
COL10A1	ACTG1
COL10A1	NRF1
COL10A1	COL19A1
COL10A1	PPIB
COL10A1	PTK2B
ESR2	CDK5R1
ESR2	SF3A3
ESR2	CYSRT1
ESR2	RFX1
ESR2	PPIB
ESR2	DDX31
ESR2	RRBP1
ESR2	P4HB
ESR2	LACTB
ESR2	HIST2H4B
ESR2	SEC24C
ESR2	CDC25C
ESR2	RPS27A
ESR2	FGFR4
ESR2	PA2G4
ESR2	ACTG1
ESR2	C3
ESR2	GNG5
ESR2	LACRT
ESR2	CD28
CYSRT1	NTM
