#tail	head
PCDHAC2	PATJ
PCDHAC2	DHRS7
TNIP2	COX7A2
TNIP2	CWC27
TNIP2	IGF2BP1
TNIP2	PATJ
TNIP2	POLR2A
TNIP2	MBNL2
TNIP2	BTRC
CWC27	POLR2A
CWC27	HNF4A
CWC27	TAF1
NRN1	GHITM
UBE2V2	HIST1H2BN
UBE2V2	BTRC
UBE2V2	TRIM5
PLA2G4A	RYR1
PLA2G4A	CLIC2
PLA2G4A	MAPK13
PLA2G4A	HTR3E
PLA2G4A	ATF2
GLUD2	ATF2
GLUD2	ASPDH
LDHB	NUDT12
LDHB	IDH3A
TCHP	NDOR1
TCHP	VIM
HNF4A	HSD11B1
HNF4A	LRCH4
HNF4A	POLR2A
HNF4A	RREB1
HNF4A	COX7A2
HNF4A	GHITM
HNF4A	ATF2
HNF4A	PCK1
HNF4A	BTRC
TGFB1	ATF2
TGFB1	IDH3A
TGFB1	BTRC
TGFB1	WNT5A
TGFB1	HSD11B1
TGFB1	RYR1
HIST1H2BN	POLR2A
HIST1H2BN	TAF1
HIST1H2BN	ATF2
HIST1H2BN	NPM1
HIST1H2BN	ATR
CCL2	WNT5A
CCL2	RYR1
UBASH3A	ARRDC3
UBASH3A	NPM1
WNT5A	RYR1
CLIC2	VIM
CLIC2	CPNE6
GNAZ	FAM171A2
GNAZ	GNG4
NPM1	ARRB1
NPM1	ATR
NPM1	VIM
NPM1	DUX4
REPIN1	HSD11B1
REPIN1	RYR1
RREB1	NTRK3
RREB1	VIM
RREB1	IGF2BP1
RREB1	CPNE6
RYR1	VIM
NTRK3	GNG4
NTRK3	FAM171A2
PTPRN2	PCK1
PTPRN2	MOSPD2
TAF1	POLR2A
TAF1	MBNL2
TAF1	PRCP
TAF1	LRCH4
TAF1	VIM
GNG4	ATF2
PCK1	ATP11C
COX7A2	UNK
ATR	POLR2A
SPIN3	VIM
ARRB1	ARRDC3
ARRB1	VIM
PHLPP1	WDR20
PHLPP1	BTRC
UNK	POLR2A
UNK	GHITM
MBNL2	ATF2
IGF2BP1	DUX4
WDR20	RNF19B
VIM	ATF2
ATF2	ARRDC3
