#tail	head
SLC34A2	ATP6V1A
SLC34A2	SLC6A2
SLC22A6	CASP3
SLC22A6	UGT2B7
SLC22A6	CYP1A2
SPSB2	UBE2M
SPSB2	UBE2F
SPSB2	AK2
ATP6V1A	CTTN
ATP6V1A	SEC24C
ATP6V1A	SQSTM1
DDX20	DCLRE1C
DDX20	CTTN
DDX20	SNRPF
DDX20	SEC24C
DDX20	STRAP
DDX20	SQSTM1
CYP1A2	UGT2B7
CYP1A2	CDH1
CYP1A2	CASP3
CYP1A2	SLC6A2
DCLRE1C	ATR
DCLRE1C	HIST1H4I
STRAP	CTTN
STRAP	SQSTM1
STRAP	SNRPF
STRAP	UBE2M
STRAP	SEC24C
SEC24C	CDH1
SEC24C	CCT3
SEC24C	NRF1
SEC24C	CTTN
SEC24C	DNAJB1
SEC24C	SNRPF
SEC24C	MIA3
SEC24C	SQSTM1
KANK2	CCDC33
KANK2	CDH1
KANK2	ZNHIT1
CCDC33	PLSCR1
CCNF	SQSTM1
CCNF	NRF1
CCNF	UBE2F
CCNF	AK2
CCNF	UBE2M
PLSCR1	CDH1
PLSCR1	FBLN1
NRF1	CCT3
NRF1	GRB2
NRF1	ZNHIT1
NRF1	UBE2M
NRF1	CASP3
NRF1	RAD23B
NRF1	ZEB1
DNAJB1	SQSTM1
DNAJB1	CDH1
DNAJB1	CTTN
CRYL1	PLD2
CRYL1	ABCC6
UGT2B7	PIGQ
UGT2B7	EXTL1
UGT2B7	CHSY1
UGT2B7	ALG14
EYA2	HIST1H4I
EYA2	MIA3
EYA2	ZEB1
ZNHIT1	ACTL6A
CHSY1	ALG14
CHSY1	ZEB1
CHSY1	PIGQ
CHSY1	DCN
CHSY1	EXTL1
KRT8	GRB2
KRT8	ZEB1
KRT8	CDH1
CCT3	GRB2
CCT3	SQSTM1
CCT3	ACTL6A
CCT3	UBE2M
CCT3	CTTN
UBE2F	KLHL2
AK2	ABCC6
AK2	KLHL2
AK2	UBE2M
ATR	HIST1H4I
ALG14	EXTL1
ALG14	PIGQ
UBE2M	RAD23B
UBE2M	SNRPF
UBE2M	KLHL2
UBE2M	CTTN
PIGQ	EXTL1
PIGQ	PLD2
RAD23B	ACTL6A
RAD23B	MPG
RAD23B	SNRPF
SQSTM1	CDH1
SQSTM1	CTTN
MPG	FBLN1
HIST1H4I	DCN
HIST1H4I	GRB2
HIST1H4I	ACTL6A
HIST1H4I	CDH1
ACTL6A	GRB2
ACTL6A	CDH1
CDH1	CASP3
CDH1	CTTN
CASP3	CTTN
CASP3	PLD2
GRB2	PLD2
GRB2	CTTN
GRB2	EXTL1
