#tail	head
FYTTD1	CPSF4
LRIF1	HAP1
LRIF1	ID2
LRIF1	ALPL
CHD9	BMP2
CHD9	TBL1X
CHD9	PRL
PSMF1	PAK5
PSMF1	BIRC3
CXorf56	ARNT
CXorf56	MYC
PPIL1	MYC
PPIL1	CWC25
PPIL1	HNRNPH1
PPIL1	PRPF18
PPIL1	XAB2
PPIL1	PAXBP1
PPIL1	CPSF4
HSPD1	NRF1
HSPD1	POLR2E
HSPD1	BCL2L1
HSPD1	FBXO7
HSPD1	ARNT
HSPD1	CASP3
TBL1X	AR
TBL1X	MKX
TBL1X	HIST1H2BC
TBL1X	TAB2
POLE2	POLR2E
HSP90AB1	HIST1H2BC
HSP90AB1	CXCL8
HSP90AB1	RPTOR
HSP90AB1	RPS19
HSP90AB1	NANS
BRK1	NRF1
SLC5A5	YIPF3
SLC5A5	SLC27A5
SNRPC	PAXBP1
SNRPC	IGF2BP3
SNRPC	MYC
FAM217B	AR
FAM217B	TTC19
NF1	PTHLH
NF1	PTPN14
NF1	ZDHHC1
NF1	MAGI1
NF1	FAM107B
POLB	HIST1H2BC
POLB	SOD1
IGF2BP3	PRPF18
IGF2BP3	ARNT
SRGAP2	MAGI1
COL1A1	SOD1
HNRNPH1	RPS19
HNRNPH1	TAB2
HNRNPH1	HNRNPC
HNRNPH1	RPS7
PRL	BMP15
PRL	MMP9
PRL	CXCL8
PRL	VIM
PRL	PTHLH
PRL	BDNF
PRL	HSD17B7
POLR2E	CHERP
SLC25A5	RPL39
CHIT1	RENBP
SPRED2	GATA3
CDKL5	AR
KRT31	ATG12
GATA3	FAM107B
GATA3	REPIN1
SRD5A1	MYC
ARNT	BDNF
ARNT	ID2
ARNT	BMP2
ARNT	SOD1
ARNT	HSD17B7
ARNT	MYC
HNRNPC	CPSF4
ACSL3	SLC27A5
AR	BMP15
AR	MYC
AR	PIM1
AR	ID2
AR	RPL28
ZNF382	BRAP
RPL3L	RPS19
RPL3L	RPL39
RPL3L	RPS7
TAB2	BMP2
TAB2	RGMB
TAB2	BIRC3
TAB2	ZFP64
TAB2	VIM
RPS19	HIST1H2BC
RPS19	MYC
RPS19	VIM
RPS19	RPS7
RPL39	RPS7
RPL39	RPL28
BMP15	MMP9
BMP15	CXCL8
BMP15	VIM
BMP15	CASP3
XAB2	CHERP
XAB2	PAXBP1
MMP9	BCL2L1
MMP9	HSD17B7
MMP9	CXCL8
CHERP	MYC
ATG12	MYC
RGMB	BMP2
PGAM5	CASP3
LEPR	CASP3
LEPR	CXCL8
RPS7	VIM
RPS7	HIST1H2BC
MYC	REPIN1
MYC	BMP2
MYC	PIM1
MYC	CASP3
MYC	BDNF
MYC	PTPN14
SOD1	CXCL8
CXCL8	BMP2
CXCL8	HIST1H2BC
FBXO7	PIM1
FBXO7	BIRC3
FBXO7	NANS
ALPL	HAP1
ALPL	VIM
CASP3	BMP2
VIM	BMP2
VIM	HAP1
NAGLU	REPIN1
NAGLU	RENBP
ID2	PIM1
PTPN14	BMX
REPIN1	PAK5
RENBP	NANS
