#tail	head
PIK3R5	GNG13
PIK3R5	IGKV1D-39
PIK3R5	FGF6
RAC1	TNF
RAC1	GNG13
RAC1	IGLV1-47
RAC1	GNG8
MRPS36	MRPL39
MRPS36	MRPL55
MRPS36	MRPL40
MRPS36	MGST3
AKR1C3	IL6
AKR1C3	CYP1A1
AKR1C3	SLC2A1
AKR1C3	PRDX1
AKR1C3	TNF
AKR1C3	NR1I2
JAK3	IL6
JAK3	IL1B
JAK3	TNF
IGHV3-48	FGF6
IGHV3-48	IRS1
IGHV3-48	GNG8
IGHV3-48	IGKV1D-39
IGHV3-48	TEC
IGHV3-48	DGKK
GADD45GIP1	MRPL40
GADD45GIP1	MGST3
GADD45GIP1	MRPL22
GADD45GIP1	MRPS2
GADD45GIP1	MRPL55
SEH1L	PHGDH
SEH1L	CD55
SEH1L	SNX9
SEH1L	SLC2A1
SEH1L	SIPA1L3
SEH1L	SORBS3
SEH1L	SERPINH1
TNF	CHUK
TNF	NR1I2
TNF	PRDX1
TNF	KRT6A
TNF	NCOA3
TNF	TUBB4B
TNF	SLC2A1
TNF	HNF4A
TNF	HPX
TNF	HIST3H3
TNF	S100A12
TNF	CARTPT
TNF	PTPN1
TNF	HSPB1
GPX4	IL1B
GPX4	MGST3
DDC	HIST3H3
KRT6A	BBC3
KRT6A	NCOA3
KRT6A	CAMTA1
KRT6A	F7
KRT6A	HPX
KRT6A	IL6
KRT6A	IL1B
KRT6A	JARID2
KRT6A	PSEN1
KRT6A	SORBS3
PTPN1	IL1B
PTPN1	MGST3
SERPINH1	HSP90AB1
SERPINH1	CD55
SERPINH1	UBE2B
SERPINH1	PHGDH
SERPINH1	SNX9
SERPINH1	CNN2
MRPS7	MGST3
MRPS7	MRPS2
JARID2	H3F3B
JARID2	F7
JARID2	HPX
JARID2	BBC3
JARID2	NCOA3
JARID2	CAMTA1
HSP90AB1	SNX9
HSP90AB1	CUL2
HSP90AB1	ISG15
HSP90AB1	PHGDH
PHGDH	SNX9
PHGDH	TUBB4B
PHGDH	CNN2
PHGDH	SIPA1L3
PHGDH	MARCKSL1
PHGDH	CD55
IMPA2	PLCD1
C1S	IL1B
C1S	IGKV1D-39
GNG8	GNG13
GNG8	IRS1
GNG8	IGKV1D-39
GNG8	PLCD1
PLCD1	DGKK
NCOA3	NR1I2
NCOA3	H3F3B
NCOA3	CYP1A1
NCOA3	BBC3
NCOA3	CAMTA1
NCOA3	CHUK
IGLV1-47	GNG13
IGLV1-47	IRS1
IGLV1-47	DGKK
TUBB4B	TUBA3E
TUBB4B	CUL2
SNX9	MARCKSL1
SNX9	SLC2A1
SNX9	CNN2
SNX9	SORBS3
SNX9	HNRNPC
MGST3	MRPS2
MGST3	MRPL22
MGST3	MRPL55
MGST3	MRPL39
PRDX1	CUL2
PRDX1	IL1B
PRDX1	SMC2
MRPS15	MRPL39
MRPS15	MRPL22
MRPS15	MRPL55
MRPS15	AGO1
MRPS15	MRPL40
MRPS15	HNF4A
MRPL55	MRPS2
CUL2	PSMD7
CUL2	HNRNPC
CUL2	UBE2B
CUL2	UBE2E1
SORBS3	BBC3
SORBS3	F7
SMC2	HNF4A
UBE2E1	UBE2B
UBE2E1	IL6
UBE2E1	PSMD7
UBE2E1	EHMT1
BBC3	CAMTA1
BBC3	HPX
BBC3	H3F3B
HNF4A	F7
HNF4A	CYP1A1
HNF4A	SLC2A1
HNF4A	HNRNPC
HNF4A	MRPL40
HIST3H3	IL1B
MRPS2	MRPL39
MRPS2	MRPL22
CHUK	IL6
CHUK	HSPB1
H3F3B	IL6
HNRNPC	SIPA1L3
GNG13	IGKV1D-39
GNG13	IRS1
PDCD5	ARRDC5
IL1B	CD55
IL1B	HPX
IL1B	NR1I2
IL1B	HSPB1
IL1B	PSEN1
MRPL40	MRPL22
HPX	PSEN1
HPX	IL6
CNN2	SIPA1L3
PSMD7	SIPA1L3
NR1I2	IRS1
NR1I2	S100A12
NR1I2	IL6
NR1I2	SLC2A1
MARCKSL1	SIPA1L3
ARRDC5	HSPB1
PSEN1	IL6
PSEN1	NFKBIA
TEC	IGKV1D-39
TEC	IRS1
CARTPT	CYP1A1
CARTPT	IL6
GSDMD	KCTD6
S100A12	SLC2A1
FGF6	IGKV1D-39
IRF8	TAPBP
SIPA1L3	SLC2A1
CYP1A1	IL6
CYP1A1	NFKBIA
CYP1A1	TBCE
UBE2B	KCTD6
HSPB1	SLC2A1
IRS1	IGKV1D-39
SLC2A1	IL6
