#tail	head
PRKAA2	ABI1
PRKAA2	ALB
PRKAA2	PPP1R12C
PRKAA2	BID
PRKAA2	NOG
PRKAA2	RARS
PRKAA2	CALCOCO2
LIMA1	YY1
LIMA1	SP1
LIMA1	SMTN
LIMA1	CDIPT
LIMA1	SPTAN1
LIMA1	YES1
LIMA1	SRRM2
LIMA1	ITPR3
LIMA1	ESR2
LIMA1	RPRD1B
LIMA1	MYO1C
LIMA1	ZEB1
LIMA1	ACTC1
LIMA1	NOG
LIMA1	FER
CELSR3	FER
CELSR3	NOG
CELSR3	PSG9
CELSR3	YY1
CELSR3	SP1
CELSR3	ACTC1
CELSR3	CTNND2
CELSR3	CTNNAL1
CTNND2	NOG
CTNND2	PCDHB7
CTNND2	FAT3
CTNND2	ACTC1
CTNND2	CELSR2
MYOZ3	FHL5
MYOZ3	NOG
MYOZ3	ZEB1
PCDHB7	ACTC1
PCDHB7	NOG
PCDHB7	CTNNAL1
PCDHB7	FER
PLCE1	NOG
PLCE1	MOGAT1
PLCE1	CDIPT
PLCE1	ITPR3
GTF2F1	SRRM2
GTF2F1	DEGS1
GTF2F1	RPRD1B
GTF2F1	SMARCA2
GTF2F1	USP39
GTF2F1	U2AF1
GTF2F1	MYO1C
GTF2F1	ACTL6A
GTF2F1	SP1
U2AF1	USP39
U2AF1	RPL10A
U2AF1	SRRM2
TARSL2	RARS
TARSL2	NOG
TARSL2	LGALS14
CTNNAL1	FAT3
CTNNAL1	CELSR2
CTNNAL1	ESR2
CTNNAL1	CEBPB
RPS4Y2	RPL10A
CDIPT	ESR2
CDIPT	HMGCR
CDIPT	SP1
MRRF	SP1
MRRF	NOG
MRRF	ZNF408
CCDC7	ZEB1
CCDC7	CIAO1
ALB	SP1
ALB	CEBPB
ALB	BID
ZBTB26	ZNF408
ZBTB26	MORF4L2
ZBTB26	NOG
USP39	ESR2
USP39	LGALS9
USP39	SRRM2
USP39	SP1
CRKL	IRS1
CRKL	ABI1
CRKL	RPRD1B
CRKL	BLNK
CRKL	YY1
CRKL	ESR2
CRKL	SMTN
CRKL	SPTAN1
CRKL	SRRM2
CEBPB	ESR2
CEBPB	ITPR3
CEBPB	MYO1C
CEBPB	SP1
CEBPB	NOG
CEBPB	SMARCA2
LGALS9	SLC6A6
ALS2CR12	YES1
ALS2CR12	LGALS14
ALS2CR12	SPTAN1
SHCBP1	ZNF408
SHCBP1	PSG9
PPP1R12C	CBFA2T2
PPP1R12C	ESR2
SMTN	CIAO1
SMTN	RARS
SMTN	YES1
SMTN	ZEB1
SMTN	RPRD1B
SMTN	ESR2
SMTN	SP1
SMTN	ACTC1
SMTN	LASP1
SMTN	SPTAN1
SMTN	SRRM2
SMTN	CALCOCO2
SLC6A6	ESR2
SLC6A6	NOG
SLC6A6	SLC24A3
RPL10A	ESR2
FAT3	FER
FAT3	ACTC1
FAT3	NOG
MOGAT1	SLC35G3
SLC24A3	NOG
SLC24A3	ITPR3
SLC24A3	ZEB1
SLC24A3	MASP2
RARS	ESR2
RARS	SPTAN1
RARS	SRRM2
RARS	RPRD1B
ITPR3	ESR2
ITPR3	BLNK
ITPR3	ZEB1
ITPR3	NOG
YY1	RPRD1B
YY1	MORF4L2
YY1	ACTL6A
YY1	SRRM2
YY1	RBM12
YY1	SP1
MYO1C	ACTC1
MYO1C	LASP1
MYO1C	ESR2
MYO1C	SPTAN1
MYO1C	SP1
MYO1C	CIAO1
MMP13	CBFA2T2
MMP13	RREB1
HMGCR	SLC35G3
HMGCR	NOG
HMGCR	G6PD
HMGCR	BID
SPTAN1	CALCOCO2
SPTAN1	SP1
SPTAN1	YES1
SPTAN1	CIAO1
SPTAN1	RPRD1B
SPTAN1	ACTC1
SPTAN1	LASP1
SPTAN1	SRRM2
SPTAN1	ABI1
SPTAN1	ESR2
G6PD	ESR2
G6PD	NOG
G6PD	DEGS1
ACTC1	CELSR2
ACTC1	NOG
ACTC1	RPRD1B
ACTC1	FER
ACTC1	SP1
ACTC1	LASP1
ACTC1	ESR2
ACTC1	SRRM2
RBM12	NOG
RBM12	SP1
RBM12	RREB1
SMARCA2	NOG
SMARCA2	ESR2
SMARCA2	SP1
SMARCA2	ZEB1
SMARCA2	ACTL6A
ABI1	ESR2
ABI1	YES1
ABI1	IRS1
ABI1	NRG1
ABI1	FER
YES1	LASP1
YES1	SRRM2
YES1	BLNK
YES1	FER
YES1	RPRD1B
YES1	NRG1
YES1	ESR2
RREB1	SP1
RREB1	ZEB1
RREB1	NRG1
RREB1	MORF4L2
RREB1	NOG
NOG	GALNT12
NOG	BID
NOG	ZEB1
NOG	NRG1
NOG	ESR2
NOG	FER
NOG	CELSR2
NOG	MBTD1
NOG	IRS1
FHL5	ZNF408
SP1	RPRD1B
SP1	ESR2
SP1	ZNF408
SP1	BID
SP1	MORF4L2
SP1	LASP1
SP1	ACTL6A
SP1	CIAO1
ZNF408	CALCOCO2
NRG1	ZEB1
NRG1	BLNK
NRG1	DEGS1
MORF4L2	MBTD1
MORF4L2	ACTL6A
CIAO1	SRRM2
CIAO1	RPRD1B
ZEB1	IRS1
ZEB1	ESR2
LASP1	RPRD1B
LASP1	SRRM2
CALCOCO2	SRRM2
CALCOCO2	RPRD1B
ACTL6A	ESR2
ACTL6A	RPRD1B
ACTL6A	MBTD1
GALNT12	ESR2
CELSR2	FER
BLNK	IRS1
BLNK	ESR2
RPRD1B	ESR2
RPRD1B	SRRM2
BID	ESR2
ESR2	IRS1
ESR2	MBTD1
ESR2	SRRM2
IRS1	FER
